date,cash,equity,pnl
2024-01-02,100000.0,100000.0,0.0
2024-01-03,100000.0,100000.0,0.0
2024-01-04,100000.0,100000.0,0.0
2024-01-05,86584.3176,99594.32,-405.68
2024-01-08,86584.3176,99406.32,-593.68
2024-01-09,86584.3176,99212.32,-787.68
2024-01-10,73756.7528,99400.75,-599.25
2024-01-11,73756.7528,100014.75,14.75
2024-01-12,73756.7528,99418.75,-581.25
2024-01-16,73756.7528,100159.75,159.75
2024-01-17,73756.7528,100037.75,37.75
2024-01-18,73756.7528,99917.75,-82.25
2024-01-19,73756.7528,100369.75,369.75
2024-01-22,73756.7528,100568.75,568.75
2024-01-23,73756.7528,100553.75,553.75
2024-01-24,73756.7528,100469.75,469.75
2024-01-25,73756.7528,100412.75,412.75
2024-01-26,73756.7528,99973.75,-26.25
2024-01-29,73756.7528,100220.75,220.75
2024-01-30,86687.166,100021.17,21.17
2024-01-31,86687.166,100127.17,127.17
2024-02-01,86687.166,99877.17,-122.83
2024-02-02,86687.166,99543.17,-456.83
2024-02-05,99795.5436,99795.54,-204.46
2024-02-06,99795.5436,99795.54,-204.46
2024-02-07,99795.5436,99795.54,-204.46
2024-02-08,99795.5436,99795.54,-204.46
2024-02-09,99795.5436,99795.54,-204.46
2024-02-12,99795.5436,99795.54,-204.46
2024-02-13,99795.5436,99795.54,-204.46
2024-02-14,99795.5436,99795.54,-204.46
2024-02-15,99795.5436,99795.54,-204.46
2024-02-16,99795.5436,99795.54,-204.46
2024-02-20,99795.5436,99795.54,-204.46
2024-02-21,99795.5436,99795.54,-204.46
2024-02-22,99795.5436,99795.54,-204.46
2024-02-23,99795.5436,99795.54,-204.46
2024-02-26,99795.5436,99795.54,-204.46
2024-02-27,99795.5436,99795.54,-204.46
2024-02-28,99795.5436,99795.54,-204.46
2024-02-29,99795.5436,99795.54,-204.46
2024-03-01,99795.5436,99795.54,-204.46
2024-03-04,99795.5436,99795.54,-204.46
2024-03-05,99795.5436,99795.54,-204.46
2024-03-06,99795.5436,99795.54,-204.46
2024-03-07,99795.5436,99795.54,-204.46
2024-03-08,99795.5436,99795.54,-204.46
2024-03-11,99795.5436,99795.54,-204.46
2024-03-12,99795.5436,99795.54,-204.46
2024-03-13,99795.5436,99795.54,-204.46
2024-03-14,99795.5436,99795.54,-204.46
2024-03-15,99795.5436,99795.54,-204.46
2024-03-18,99795.5436,99795.54,-204.46
2024-03-19,99795.5436,99795.54,-204.46
2024-03-20,99795.5436,99795.54,-204.46
2024-03-21,99795.5436,99795.54,-204.46
2024-03-22,99795.5436,99795.54,-204.46
2024-03-25,99795.5436,99795.54,-204.46
2024-03-26,87754.136,99649.14,-350.86
2024-03-27,87754.136,99412.14,-587.86
2024-03-28,87754.136,99288.14,-711.86
2024-04-01,87754.136,99360.14,-639.86
2024-04-02,87754.136,99794.14,-205.86
2024-04-03,87754.136,99728.14,-271.86
2024-04-04,87754.136,99824.14,-175.86
2024-04-05,87754.136,99928.14,-71.86
2024-04-08,87754.136,99691.14,-308.86
2024-04-09,87754.136,99437.14,-562.86
2024-04-10,99609.7642,99609.76,-390.24
2024-04-11,99609.7642,99609.76,-390.24
2024-04-12,99609.7642,99609.76,-390.24
2024-04-15,99609.7642,99609.76,-390.24
2024-04-16,99609.7642,99609.76,-390.24
2024-04-17,99609.7642,99609.76,-390.24
2024-04-18,99609.7642,99609.76,-390.24
2024-04-19,99609.7642,99609.76,-390.24
2024-04-22,99609.7642,99609.76,-390.24
2024-04-23,99609.7642,99609.76,-390.24
2024-04-24,99609.7642,99609.76,-390.24
2024-04-25,99609.7642,99609.76,-390.24
2024-04-26,99609.7642,99609.76,-390.24
2024-04-29,99609.7642,99609.76,-390.24
2024-04-30,99609.7642,99609.76,-390.24
2024-05-01,99609.7642,99609.76,-390.24
2024-05-02,99609.7642,99609.76,-390.24
2024-05-03,88332.5094,99543.51,-456.49
2024-05-06,88332.5094,99684.51,-315.49
2024-05-07,73363.5164,99747.52,-252.48
2024-05-08,73363.5164,99877.52,-122.48
2024-05-09,73363.5164,99988.52,-11.48
2024-05-10,73363.5164,99406.52,-593.48
2024-05-13,73363.5164,99462.52,-537.48
2024-05-14,73363.5164,99500.52,-499.48
2024-05-15,73363.5164,99443.52,-556.48
2024-05-16,73363.5164,99291.52,-708.48
2024-05-17,73363.5164,99203.52,-796.48
2024-05-20,73363.5164,98605.52,-1394.48
2024-05-21,73363.5164,98367.52,-1632.48
2024-05-22,87715.6452,98211.65,-1788.35
2024-05-23,87715.6452,98229.65,-1770.35
2024-05-24,87715.6452,98365.65,-1634.35
2024-05-28,87715.6452,97806.65,-2193.35
2024-05-29,87715.6452,97517.65,-2482.35
2024-05-30,87715.6452,97065.65,-2934.35
2024-05-31,97069.7738,97069.77,-2930.23
2024-06-03,97069.7738,97069.77,-2930.23
2024-06-04,97069.7738,97069.77,-2930.23
